r-i,i-z
0.4737,-0.12719
0.58973,-0.02163
0.94433,-0.14613
-1.13006,0.07605
-0.12945,0.36507
-2.14016,0.20765
0.3153,-0.01741
-0.75792,0.42318
-0.45608,0.00265
-0.04317,-0.16266
1.11427,-0.01439
0.383,-0.1981
0.16929,0.01477
0.24469,-0.12824
3.61265,-0.0684
0.14712,0.08958
-0.63828,0.18425
0.52078,0.27998
0.79384,0.04012
0.46544,-0.08589
-1.45239,0.154
