Redshift (z),Red filter (r)
1.347672,19.27499
0.1415,17.96456
0.09350277,21.29199
1.740311,19.11671
1.730811,19.13266
1.631078,18.29202
1.730103,18.70341
0.489311,17.47541
1.600844,16.43958
0.03039338,21.88982
1.633383,19.31597
0.6901509,19.20325
1.598575,19.38174
0.5068986,18.47167
1.01073,19.23684
1.361789,14.1933
1.699571,19.27826
1.622677,19.01988
1.448276,18.09036
0.9880788,19.85056
1.188503,17.66014
0.4999012,19.22967
1.142567,19.34697
0.3794078,18.46791
